,Unnamed: 0,key,prep,dobj,d.lemma,d.pos,d.animacy,d.number,d.r,d.t,d.pt,d.top,d.d,v.lemma,v.pos,v.aspect,v.mood,v.r,v.ca,v.aux,v_d,s.lemma,s.pos,s.animacy,s.number,s.r,s.t,s.pt,s.top,s.d,role
1935,1935,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,контрагент
1936,1936,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,контрагент
1937,1937,42277_4,False,False,расстрел,S,m,norm,r:abstr,t:be:disapp,,,der:s0,аплодировать,V,act,praes,t:sound,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1938,1938,41140_1,False,False,событие,S,n,norm,r:abstr,,,,,внимать,V,act,norm,t:perc,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1939,1939,41142_0,False,False,смысл,S,m,norm,r:abstr,t:ment,,,,внимать,V,act,praet,t:perc,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1940,1940,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,контрагент
1941,1941,41151_1,False,True,смысл,S,m,norm,r:abstr,t:ment,,,,внимать,V,act,pf,t:perc,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1942,1942,41156_4,False,True,смысл,S,m,norm,r:abstr,t:ment,,,,внимать,V,act,pf,t:perc,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1943,1943,41161_0,False,True,это,SPRO,none,norm,r:dem,,,,,внимать,V,act,sg,t:perc,ca:noncaus,,d:pref,я,SPRO,none,norm,r:pers,,,,,контрагент
1944,1944,41179_2,False,True,сон,S,m,norm,r:abstr,t:physiol,,,,внимать,V,3p,praes,t:perc,ca:noncaus,,d:pref,птица,S,nom,norm,r:concr,t:animal,,,,контрагент
1945,1945,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1946,1946,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1947,1947,38321_1,False,True,он,SPRO,none,3p,r:pers,,,,,внушать,V,tran,indic,,,,d:pref,устойчивость,S,inan,sg,r:abstr,,,,der:a,экспериенцер
1948,1948,38326_0,False,False,вы,SPRO,none,2p,r:pers,,,,,сомнение,S,none,none,t:psych,,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1949,1949,38328_1,False,True,я,SPRO,none,1p,r:pers,,,,,импонировать,V,ipf,indic,,,,,курс,S,inan,sg,r:abstr,t:dir,pt:set,,,экспериенцер
1950,1950,38350_1,False,True,дитя,S,anim,pl,r:concr,t:hum,,,,страх,S,none,none,t:psych:emot,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1951,1951,40973_4,False,True,владек,S,norm,persn,r:propn,t:persn,,,,внушать,V,act,sg,,,,d:pref,след,S,m,norm,r:concr,t:space,,top:contain,,экспериенцер
1952,1952,38334_0,False,True,мы,SPRO,none,1p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,Алан,S,anim,sg,r:propn,t:persn,,,,реципиент
1953,1953,38342_3,False,False,народ,S,inan,sg,r:concr,,pt:set,,,внушать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1954,1954,40940_12,False,False,мы,SPRO,none,norm,r:pers,,,,,внушать,V,3p,sg,,,,d:pref,пословица,S,nom,norm,r:abstr,t:speech,,,,реципиент
1955,1955,40946_1,False,True,она,SPRO,none,norm,r:pers,,,,,внушать,V,act,sg,,,,d:pref,он,SPRO,none,norm,r:pers,,,,,реципиент
1956,1956,40947_1,False,True,себе,SPRO,none,dat,,,,,,внушать,V,act,sg,,,,d:pref,я,SPRO,none,norm,r:pers,,,,,реципиент
1957,1957,40965_1,False,False,я,SPRO,none,norm,r:pers,,,,,нравиться,V,act,sg,,ca:noncaus,,,хирургия,S,nom,norm,r:abstr,,,,,реципиент
1958,1958,42345_14,False,True,она,SPRO,none,norm,r:pers,,,,,придерживать,V,act,sg,t:loc,,,d:impf,я,SPRO,none,norm,r:pers,,,,,экспериенцер
1959,1959,50823_1,False,False,что,SPRO,none,norm,r:rel,,,,,учить,V,act,praet,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1960,1960,50844_2,False,False,стрельба,S,inan,norm,r:abstr,t:impact,,,der:s0,обучать,V,act,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1961,1961,50825_0,False,True,это,SPRO,none,norm,r:dem,,,,,обучать,V,3p,sg,,,,d:pref,никто,SPRO,none,norm,r:neg,,,,,реципиент
1962,1962,50843_6,False,False,навык,S,m,norm,r:abstr,,,,,обучать,V,act,pf,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1963,1963,36619_5,False,False,место,S,inan,sg,r:concr,t:space,,,,день,S,none,none,t:time,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
1964,1964,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1965,1965,105709_4,False,False,ты,SPRO,none,2p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,бенефициант
1966,1966,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
1967,1967,105766_4,False,True,я,SPRO,none,1p,r:pers,,,,,нравиться,V,ipf,indic,,ca:noncaus,,,это,SPRO,none,sg,r:dem,,,,,бенефициант
1968,1968,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
1969,1969,105674_0,False,False,Россия,S,inan,sg,r:propn,t:topon,,,,угрожать,V,ipf,indic,,,,d:pref,кризис,S,inan,sg,r:abstr,,pt:phase,,,бенефициант
1970,1970,105687_0,False,False,Куба,S,inan,sg,r:propn,t:persn,,,,угрожать,V,ipf,indic,,,,d:pref,опасность,S,inan,sg,r:abstr,,,,der:a,бенефициант
1971,1971,105689_0,False,False,она,SPRO,none,3p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1972,1972,105690_0,False,True,жизнь,S,inan,sg,r:abstr,t:be:exist,,,,угрожать,V,ipf,praes,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1973,1973,105721_0,False,True,бутылка,S,inan,sg,r:concr,t:tool:dish,,top:contain,der:s,угрожать,V,ipf,indic,,,,d:pref,близость,S,inan,sg,r:abstr,t:dist,,,der:a,бенефициант
1974,1974,105725_8,False,False,здоровье,S,inan,sg,r:abstr,t:physiol,,,,угрожать,V,ipf,indic,,,,d:pref,ничто,SPRO,none,sg,r:neg,,,,,бенефициант
1975,1975,105740_3,False,True,планета,S,inan,sg,r:concr,t:space,,top:spher,,угрожать,V,ipf,indic,,,,d:pref,планета,S,inan,sg,r:concr,t:space,,top:spher,,бенефициант
1976,1976,105744_1,False,True,программа,S,inan,sg,r:abstr,t:ment,pt:set,,,угрожать,V,ipf,indic,,,,d:pref,это,SPRO,none,sg,r:dem,,,,,бенефициант
1977,1977,105752_2,False,False,мир,S,inan,sg,r:abstr,t:inter,,,,угрожать,V,ipf,indic,,,,d:pref,они,SPRO,none,3p,r:pers,,,,,бенефициант
1978,1978,105754_10,False,True,страна,S,inan,pl,r:concr,t:space,,,,угрожать,V,ipf,indic,,,,d:pref,рост,S,inan,sg,r:abstr,t:physiol,,,der:v,бенефициант
1979,1979,105756_0,False,True,путь,S,inan,sg,r:concr,t:space,,top:stripe,,угрожать,V,ipf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1980,1980,105778_1,False,True,город,S,inan,sg,r:concr,t:space,,,,угрожать,V,ipf,indic,,,,d:pref,она,SPRO,none,3p,r:pers,,,,,бенефициант
1981,1981,105670_0,False,True,безопасность,S,inan,sg,r:abstr,,,,der:a,угрожать,V,ipf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1982,1982,105678_1,False,True,каждый,APRO,none,m,r:spec,,,,,угрожать,V,intr,indic,,,,d:pref,что-то,SPRO,none,sg,r:indet,,,,,бенефициант
1983,1983,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
1984,1984,105705_0,False,False,он,SPRO,none,3p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,ничто,SPRO,none,sg,r:neg,,,,,бенефициант
1985,1985,105718_2,False,True,один,APRO,none,sg,,,,,,угрожать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1986,1986,105722_7,False,False,он,SPRO,none,3p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,менингит,S,inan,sg,r:abstr,t:disease,,,,бенефициант
1987,1987,105733_1,False,False,он,SPRO,none,3p,r:pers,,,,,много,NUM,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1988,1988,105739_2,False,False,он,SPRO,none,3p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,тусовка,S,inan,sg,r:abstr,,,,der:v,бенефициант
1989,1989,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
1990,1990,105758_0,False,True,армия,S,inan,sg,r:concr,,pt:aggr,,,угрожать,V,ipf,inf,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
1991,1991,105762_8,False,False,вы,SPRO,none,2p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,опасность,S,inan,sg,r:abstr,,,,der:a,бенефициант
1992,1992,105763_0,False,True,он,SPRO,none,3p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,что,SPRO,none,sg,r:rel,,,,,бенефициант
1993,1993,105769_1,False,False,вы,SPRO,none,2p,r:pers,,,,,угрожать,V,ipf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,бенефициант
1994,1994,105784_8,False,True,я,SPRO,none,1p,r:pers,,,,,нравиться,V,ipf,indic,,ca:noncaus,,,вкус,S,inan,sg,r:abstr,t:taste,,,,бенефициант
1995,1995,129955_2,False,True,плес,S,inan,pl,r:concr,t:reservoir,pt:part,top:contain,,зарасти,V,pf,plen,,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
1996,1996,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
1997,1997,135361_1,False,False,автобус,S,inan,pl,r:concr,t:tool:transp,,,der:comp,бежать,V,intr,indic,t:move,ca:noncaus,,d:root,турист,S,anim,pl,r:concr,t:hum,,,,направление
1998,1998,74199_1,False,False,он,SPRO,none,3p,r:pers,,,,,спасти,V,pf,indic,,ca:caus,,d:pref,расторопность,S,inan,sg,r:abstr,,,,der:a,поднятый посессор
1999,1999,53417_15,False,False,я,SPRO,none,1p,r:pers,,,,,знать,V,tran,act,t:ment,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
2000,2000,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2001,2001,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2002,2002,94752_3,False,True,степь,S,inan,pl,r:concr,t:space,pt:set,,,рыскать,V,ipf,indic,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2003,2003,94753_1,False,False,магазин,S,inan,pl,r:concr,t:org,,,,рыскать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2004,2004,94767_0,False,False,город,S,inan,sg,r:concr,t:space,,,,рыскать,V,ipf,indic,t:move,ca:noncaus,,d:root,художник,S,anim,sg,r:concr,t:prof,,,,направление
2005,2005,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
2006,2006,94771_1,False,False,лес,S,inan,sg,r:concr,t:space,pt:set,,,рыскать,V,ipf,indic,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2007,2007,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2008,2008,112213_1,False,False,земля,S,inan,sg,r:concr,t:space,,top:spher,,кланяться,V,ipf,indic,t:move,ca:noncaus,,,человек,S,anim,sg,r:concr,t:hum,,,,реципиент
2009,2009,112216_0,False,False,он,SPRO,none,3p,r:pers,,,,,кланяться,V,intr,2p,t:move,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2010,2010,112226_1,False,False,он,SPRO,none,3p,r:pers,,,,,кланяться,V,ipf,indic,t:move,ca:noncaus,,,народ,S,inan,sg,r:concr,,pt:set,,,реципиент
2011,2011,112227_3,False,False,барин,S,anim,sg,r:concr,t:hum,,,,кланяться,V,ipf,inf,t:move,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2012,2012,112228_0,False,False,покойница,S,anim,sg,r:concr,t:hum,,,der:s,кланяться,V,ipf,indic,t:move,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2013,2013,112229_1,False,True,дождь,S,inan,sg,r:abstr,t:weather,,,,кланяться,V,ipf,indic,t:move,ca:noncaus,,,астра,S,inan,pl,r:concr,t:plant,,,,реципиент
2014,2014,112231_3,False,False,все,SPRO,none,pl,,,,,,кланяться,V,ipf,inf,t:move,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2015,2015,112233_4,False,False,покупатель,S,anim,pl,r:concr,t:hum,,,d:nag,улыбаться,V,ipf,inf,,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2016,2016,94744_2,False,True,трава,S,inan,sg,r:concr,t:plant,pt:aggr,,,рыскать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2017,2017,94747_0,False,True,двор,S,inan,pl,r:concr,t:group,pt:addit,,,рыскать,V,ipf,indic,t:move,ca:noncaus,,d:root,Мустыгины,S,pl,anim,,,,,,направление
2018,2018,94751_0,False,False,барак,S,inan,sg,r:concr,t:constr:hut,,top:contain,,рыскать,V,ipf,praet,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2019,2019,94757_5,False,True,карман,S,inan,pl,r:concr,t:fam,pt:part:addit,,,рыскать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2020,2020,56814_0,False,False,друг,S,anim,pl,r:concr,t:hum,,,,жаловаться,V,intr,indic,t:speech,ca:noncaus,,,любовница,S,anim,sg,r:concr,t:hum,,,der:s,реципиент
2021,2021,66241_1,False,True,она,SPRO,none,3p,r:pers,,,,,платить,V,ipf,indic,t:poss,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2022,2022,66283_13,False,True,они,SPRO,none,3p,r:pers,,,,,возвращать,V,ipf,indic,t:poss,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2023,2023,66290_0,False,True,я,SPRO,none,1p,r:pers,,,,,платить,V,ipf,indic,t:poss,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2024,2024,66271_1,False,True,хозяин,S,anim,pl,r:concr,t:hum,,,,неправда,S,none,none,t:speech,,,der:s,это,PART,none,none,,,,,,реципиент
2025,2025,66273_2,False,True,вы,SPRO,none,2p,r:pers,,,,,платить,V,ipf,indic,t:poss,ca:noncaus,,,мы,SPRO,none,1p,r:pers,,,,,реципиент
2026,2026,66280_3,False,True,он,SPRO,none,3p,r:pers,,,,,платить,V,ipf,plen,t:poss,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2027,2027,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
2028,2028,60121_6,False,False,они,SPRO,none,3p,r:pers,,,,,казаться,V,intr,indic,t:perc,ca:noncaus,,der:v,пить,V,none,act,,t:physiol,,,d:root,экспериенцер
2029,2029,60128_1,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,понимать,V,none,1p,,t:ment,,,d:pref,экспериенцер
2030,2030,60156_10,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,невозможный,A,none,sg,r:rel,,,,der:a,экспериенцер
2031,2031,60157_2,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
2032,2032,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
2033,2033,60166_0,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,,PUNCT,none,none,none,none,none,none,none,экспериенцер
2034,2034,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
2035,2035,60178_1,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,исправить,V,none,inf,,t:changest,,,d:pref,экспериенцер
2036,2036,60179_3,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,доказываться,V,none,3p,,,,,,экспериенцер
2037,2037,60180_22,False,False,я,SPRO,none,1p,r:pers,,,,,нельзя,PRAEDIC,none,none,,,,,верить,V,none,act,,t:ment,,,der:s,экспериенцер
2038,2038,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
2039,2039,60188_3,False,False,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
2040,2040,135587_3,False,True,рассказ,S,m,norm,r:concr,t:text,,,der:v,жизнь,S,none,none,t:be:exist,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2041,2041,47570_1,False,True,славка,S,f,norm,r:concr,t:animal,,,,вытирать,V,act,norm,t:impact,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,поднятый посессор
2042,2042,47584_1,False,True,они,SPRO,none,norm,r:pers,,,,,вытирать,V,act,sg,t:impact,ca:caus,,d:pref,евстолья,S,norm,persn,r:propn,t:persn,,,,поднятый посессор
2043,2043,100591_0,False,True,он,SPRO,none,3p,r:pers,,,,,захотеться,V,pf,indic,,ca:noncaus,,d:pref,глаз,S,inan,pl,r:concr,top:disk,pt:partb,top:disk,,поднятый посессор
2044,2044,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,поднятый посессор
2045,2045,57310_2,False,True,один,APRO,none,sg,,,,,,стоить,V,ipf,indic,,,,d:root,забрать,V,none,inf,,,,,d:pref,реципиент
2046,2046,136667_1,False,True,который,APRO,none,norm,r:rel,t:ord,,,,петь,V,3p,praes,,,,d:root,дифирамб,S,nom,norm,r:concr,t:text,,,,бенефициант
2047,2047,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
2048,2048,136737_1,False,False,он,SPRO,none,norm,r:pers,,,,,петь,V,act,praet,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2049,2049,129317_1,False,True,мы,SPRO,none,1p,r:pers,,,,,выскочить,V,pf,indic,t:move,ca:noncaus,,d:pref,черноокий,A,none,nom,r:rel,,,,der:comp,направление
2050,2050,107845_3,False,False,подрядчик,S,anim,pl,r:concr,t:org,,,d:nag,выставить,V,pf,act,t:move,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2051,2051,107851_7,False,False,тестировать,V,none,praes,,,,,der:s,выставить,V,pf,plen,t:move,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2052,2052,60616_2,False,True,себя,SPRO,none,SPRO,r:ref,,,,,купить,V,pf,indic,t:poss,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2053,2053,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2054,2054,136693_0,False,True,он,SPRO,none,norm,r:pers,,,,,петь,V,act,sg,,,,d:root,что,CONJ,none,CONJ,,,,,,экспериенцер
2055,2055,136710_3,False,False,овца,S,f,norm,r:concr,t:animal,,,,петь,V,act,norm,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
2056,2056,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2057,2057,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2058,2058,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2059,2059,138256_3,False,False,предприимчивость,S,inan,norm,r:abstr,,,,der:a,гимн,S,none,none,t:workmus,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2060,2060,138301_3,False,False,простота,S,inan,norm,r:abstr,,,,der:a,пропеть,V,act,pf,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2061,2061,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2062,2062,138325_3,False,True,владыка,S,m,norm,r:concr,t:hum,,,der:v,пропеть,V,act,praet,,,,d:pref,архипастырь,S,nom,norm,r:concr,t:hum,,,,реципиент
2063,2063,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2064,2064,56420_6,False,True,он,SPRO,none,3p,r:pers,,,,,подкинуть,V,pf,indic,t:move,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2065,2065,56416_0,False,True,я,SPRO,none,1p,r:pers,,,,,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,победа,S,inan,sg,r:abstr,,,,,реципиент
2066,2066,56403_14,False,True,она,SPRO,none,3p,r:pers,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,чемодан,S,inan,sg,r:concr,t:tool,,top:contain,,реципиент
2067,2067,138598_0,False,True,я,SPRO,none,1p,,,,,,прочитать,V,pf,indic,,,,,королевич,S,anim,sg,,,,,,реципиент
2068,2068,138643_0,False,True,я,SPRO,none,1p,,,,,,прочитать,V,pf,indic,,,,,он,SPRO,none,3p,,,,,,реципиент
2069,2069,138599_4,False,True,ты,SPRO,none,2p,,,,,,прочитать,V,pf,indic,,,,,я,SPRO,none,1p,,,,,,реципиент
2070,2070,136757_2,False,True,я,SPRO,none,norm,r:pers,,,,,выплевывать,V,brev,sg,t:physiol,ca:caus,,d:impf,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2071,2071,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
2072,2072,138415_4,False,False,себя,SPRO,none,SPRO,,,,,,стол,S,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2073,2073,61401_1,False,True,бог,S,anim,sg,r:concr,t:hum:supernat,,,,молиться,V,ipf,indic,t:speech,ca:noncaus,,der:v,я,SPRO,none,1p,r:pers,,,,,реципиент
2074,2074,61416_2,False,True,бог,S,anim,sg,r:concr,t:hum:supernat,,,,молиться,V,ipf,indic,t:speech,ca:noncaus,,der:v,старик,S,anim,pl,r:concr,t:hum,,,der:a,реципиент
2075,2075,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2076,2076,61409_1,False,False,бог,S,anim,sg,r:concr,t:hum:supernat,,,,молиться,V,intr,indic,t:speech,ca:noncaus,,der:v,кто,SPRO,none,sg,r:rel,,,,,реципиент
2077,2077,135949_0,False,True,телевидение,S,n,norm,r:abstr,,,,,демонстрировать,V,act,praet,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2078,2078,51441_3,False,True,человек,S,m,norm,r:concr,t:hum,,,,ограничивать,V,act,norm,,,,d:impf,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2079,2079,137559_0,False,False,она,SPRO,none,norm,r:pers,,,,,продемонстрировать,V,act,pf,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
2080,2080,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
2081,2081,137613_4,False,False,актив,S,m,norm,r:concr,,pt:part,,der:a,продемонстрировать,V,act,praet,,,,d:pref,они,SPRO,none,norm,r:pers,,,,,реципиент
2082,2082,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
2083,2083,137424_6,False,False,мост,S,m,norm,r:concr,t:constr,,top:horiz,,прогреметь,V,act,praet,t:sound,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
2084,2084,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
2085,2085,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
2086,2086,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
2087,2087,67229_2,False,True,уголок,S,inan,sg,r:concr,top:form,,top:form,d:dim,иметь,V,ipf,act,t:poss,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2088,2088,67238_1,False,False,вы,SPRO,none,2p,r:pers,,,,,запретить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2089,2089,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
2090,2090,67268_1,False,True,я,SPRO,none,1p,r:pers,,,,,полагаться,V,ipf,indic,,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2091,2091,67286_0,False,True,отличник,S,anim,sg,r:concr,t:hum,,,der:v,драться,V,ipf,inf,t:impact,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
2092,2092,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
